epoch,acc,loss,val_acc,val_loss
0,0.23055487825182971,2.004218698864202,0.2607968773731251,1.9292465749475145
1,0.2585252011616222,1.8815892138298935,0.27389244812051045,1.85795386734697
2,0.27176146853733735,1.8613164727933404,0.27486764845083056,1.8536988945351434
3,0.28175833362879277,1.8372364744563234,0.28838116264681224,1.8200789124695296
4,0.28531122644674506,1.8303039998585304,0.285594871363689,1.8235089133695228
5,0.29520359469052204,1.8110954549611642,0.28141543518790263,1.8714667165402286
6,0.293914800218174,1.80945608127478,0.2882418489640521,1.8421049173345272
7,0.30408582674318846,1.7959009612373533,0.2630259115440944,2.1328346004191134
8,0.30840502979821094,1.7796243429640717,0.3208414587317054,1.7403681524021108
9,0.3194120310787007,1.7559001266306489,0.3141543603281385,1.761171705944022
10,0.32644815215260065,1.7496627700702951,0.3018946762859207,1.9109996520366865
11,0.3242885506422178,1.7484280618863393,0.2546670374450917,2.701469810353112
12,0.33644501721083736,1.7186802978272133,0.26135413686639253,2.388146781429802
13,0.3418440210454462,1.7063695811159023,0.2779325703062962,2.1619118839195095
14,0.34995994286779003,1.700905025185967,0.28155474898587796,2.5503744396966757
15,0.3528858546059003,1.688700602301992,0.2754249085969839,2.503260101854187
16,0.3616635897963551,1.6633521419586468,0.3400668698871873,2.0144758673058343
17,0.36957051795188933,1.6498924514925042,0.2578712731753428,2.9419602260147175
18,0.3763628130572157,1.6421786846422453,0.29827249825922486,2.217207952872994
19,0.37207844228163844,1.630942245603351,0.33463360173339696,2.094805150916896
20,0.3873349820541079,1.6100549195028613,0.3461967117162709,1.94514432825993
21,0.39527674249531586,1.5907719811657728,0.38088604047433616,1.7754891321216661
22,0.39586889128740804,1.5864979192968023,0.3767066026855375,1.7923536276079945
23,0.3961475495655313,1.5824007802657512,0.39439955422865974,1.7554198399032515
24,0.40635340835545775,1.5611985392894212,0.3736416829615524,1.795101158397714
25,0.4044028005082512,1.567848114605429,0.3608247417303705,2.1768897335553907
26,0.4173952419205832,1.5468639590622362,0.4141822243781434,1.5945963066877777
27,0.4164199380151464,1.542411497225644,0.3601281688231783,1.8177372315495284
28,0.4161412797307947,1.5428342832584374,0.38339370251009147,1.846277561384378
29,0.42188860635622244,1.5295333272133789,0.43480077954297214,1.5610440391855143
30,0.4235605559299772,1.51696136645619,0.4348007798502126,1.5859979590804307
31,0.42307290395701613,1.5165538832271745,0.42602396141929727,1.5715596700452037
32,0.4308056706883341,1.4981922217515606,0.4630816379926868,1.4644670901224786
33,0.4383294437180667,1.496332976946724,0.42504875976400275,1.6100456917408816
34,0.4362743390262959,1.4882924602490872,0.4499860681670228,1.4926570610901744
35,0.4441812671942872,1.4719368944870999,0.44371691246315376,1.5620314233081858
36,0.4487094639239048,1.4691196650130658,0.4363332406147239,1.5092371001686018
37,0.45797485108161123,1.4521565638123652,0.47575926442736205,1.43550073117325
38,0.44386777668031824,1.4746900857099068,0.34842574396698744,1.8251470186046719
39,0.4493364450162039,1.4642591163479193,0.47757035309506446,1.4343508177811337
40,0.45825350934208703,1.4465257689481892,0.43452215087167995,1.5056861777281023
41,0.4637221777101533,1.4341232498228007,0.4654499854623657,1.459834554453486
42,0.4532724929454247,1.4481411935966786,0.3875731391083334,1.786350229351791
43,0.46393117143457646,1.427995905664723,0.4927556396452422,1.3817466939847494
44,0.4620153958315203,1.4282856556667405,0.44706046212579786,1.4834639804879415
45,0.4709672925001717,1.4114480868598014,0.44343828432953236,1.5462399555235793
46,0.4686683618626652,1.4129898500582023,0.46280300909096433,1.4639382731054247
47,0.4692953429342026,1.404130791034929,0.4704653099947369,1.4287029867319716
48,0.4707931310842601,1.4057455163933963,0.488018944398644,1.4091819721398895
49,0.47465951444836196,1.3929759890952866,0.4928949576677735,1.367610280661239
50,0.47755059390079846,1.388015326443268,0.4784062400306623,1.363820363873059
51,0.47685394820808563,1.385552106894704,0.5058512102390073,1.3892576457913388
52,0.4792922080080106,1.3820680767736855,0.48746168767054054,1.383284676935255
53,0.47998885366542865,1.3802761817294862,0.5153246001177227,1.3151109169438941
54,0.48486537323828843,1.3738364418321378,0.44497074340422127,1.5454906738295997
55,0.49078686127651366,1.3609608675628093,0.49219838245627806,1.3854283103623342
56,0.48838343377056703,1.3664167576014898,0.5080802437570906,1.2988353509878374
57,0.4890452471391971,1.359616143588275,0.5037614929000127,1.3400654841944115
58,0.48514403146554563,1.3719659033952418,0.49818890948885497,1.3747744895133776
59,0.49190149432153113,1.3484940889416586,0.508080244678812,1.3164553393408196
60,0.48925424083455393,1.3493850597198689,0.49777096540657517,1.4003268550966204
61,0.49395659896866434,1.3447682681828275,0.5079409281924828,1.3296340396723796
62,0.5002612421119295,1.3331072655145666,0.5362217877943491,1.2705341983087284
63,0.49221498484380477,1.3448640199833526,0.5143493994609597,1.3199794470649404
64,0.4919014943184169,1.356866082916265,0.5208971833752603,1.292350206792969
65,0.49639485876547507,1.3404308706786698,0.5257731924966439,1.2842263226042088
66,0.5031871538469255,1.3238613871414586,0.5296740024974665,1.281587139540112
67,0.502072520801908,1.3264331485108234,0.44859292258306876,1.5335053236214156
68,0.4984151311362773,1.3369886057932194,0.527723597343435,1.3024663562627183
69,0.5043366191713882,1.3215628175087046,0.5296740009612644,1.3156811677917992
70,0.5066703821205205,1.3126489844100138,0.5207578704221961,1.2768574166543705
71,0.5028388310452067,1.3156958672398165,0.5142100828210103,1.3038612597996426
72,0.5003309066739342,1.3279316324297257,0.5352465825289795,1.259572277671283
73,0.49973875791402256,1.326789767362883,0.5349679558547502,1.2499046205859823
74,0.5136368386261873,1.2969382026401566,0.5225689578609368,1.2750392227443224
75,0.5142289874234698,1.2945555818297239,0.5371969879902515,1.2527869380626482
76,0.5134975094606545,1.294265169568178,0.5431875139474869,1.244554045581326
77,0.5122087150059539,1.2973781423328887,0.5488994115406705,1.2221453315818434
78,0.5154132850014257,1.28048574726818,0.5406798509900103,1.2612675794006623
79,0.5184785258811928,1.2828615735560367,0.5300919471942273,1.3070856959549422
80,0.5126963670033099,1.2905850743602996,0.5412371097151766,1.2493992334174127
81,0.5173290605837202,1.2824242884447807,0.5217330700036177,1.3374342899961569
82,0.5165975826645044,1.286853655892989,0.5154639158359507,1.3767621719960086
83,0.5176077188026726,1.2824888704812092,0.5339927548907467,1.243716730592177
84,0.5195931589500862,1.2805151972486173,0.5268877107150776,1.3115918759218197
85,0.5173987251010873,1.2763621199944453,0.5451379177189365,1.269410720191051
86,0.5231808840121889,1.2820546852765426,0.5385901348799774,1.2412252254092817
87,0.5202898046043899,1.2744781231322946,0.5572582853516352,1.2091604796881528
88,0.5260371312059419,1.2686542381857118,0.5236834753112695,1.2676981497056705
89,0.5235988714298927,1.2693173196722778,0.5050153236106499,1.3379624363073368
90,0.5203943014281924,1.2766670742404969,0.5381721907976976,1.2556903942958595
91,0.5226235675151132,1.2660630006825706,0.5500139294518638,1.2034672449544532
92,0.5255494792469949,1.25904328310941,0.551407075112628,1.2057734697135454
93,0.5330035877354845,1.248847274679953,0.5587907474987286,1.1959953873427873
94,0.5308788185138896,1.2456156008378678,0.557815544384042,1.2217931132955648
95,0.5255494792501092,1.2692790103683675,0.5429088848153341,1.2557096576567777
96,0.5231112194408414,1.2683760125649761,0.5590693761700207,1.196112317830017
97,0.5360688285799567,1.240442501240055,0.5484814673047704,1.2131265140685838
98,0.532933923176594,1.2425827926185762,0.5536361078626102,1.2587849184409858
99,0.5298338499955819,1.2542175276741439,0.5617163522341817,1.1923306009818597
100,0.5416071615359798,1.22575442155014,0.5521036461763775,1.2098163953146983
101,0.5369048033821457,1.2331204344027178,0.5638060714166189,1.1809184692569614
102,0.5379846041352611,1.2318787826150226,0.550989130876728,1.21050540964628
103,0.5365564805596653,1.232986844729105,0.5429088842008531,1.2292973730981964
104,0.5334912396913172,1.2341314981613976,0.5645026455527729,1.1877005376766638
105,0.5292417011920709,1.2445786163024533,0.5604625227525062,1.1822778410518293
106,0.5320979483712907,1.240658054373731,0.5646419566623944,1.184172379601862
107,0.5339092270405075,1.236042941366934,0.5381721901832167,1.2234774720423
108,0.5353025183366581,1.2305046987282768,0.5433268298193351,1.235061356087321
109,0.5400397087855084,1.2248813432603924,0.5638060704948976,1.1870612652645898
110,0.5483646243379849,1.2143404833961295,0.5578155449985229,1.197900235960164
111,0.5437667630463626,1.2205289390718366,0.55837280433817,1.1873547173652452
112,0.5438364276197862,1.218364631180031,0.5512677604697415,1.2224972503086955
113,0.5424431362675791,1.2194990265551702,0.5710504283917319,1.1763342677317943
114,0.5407363544221648,1.2225880066160664,0.5695179693170429,1.1626141519890618
115,0.5426521300189925,1.2123936554029355,0.5714683710914297,1.1612436408849107
116,0.5464488487972138,1.2101330850360958,0.5810810792999169,1.1494255204176165
117,0.5494792573798881,1.2039533941892502,0.580523817348726,1.1394507974078976
118,0.5527883242230384,1.197762229910232,0.5742546639491602,1.161615998474593
119,0.5442544149752051,1.2151342094195765,0.576205067106129,1.183776213643477
120,0.5479118046584832,1.206349581287981,0.5647812709980404,1.1923415427355422
121,0.5530321501947262,1.1958284808337125,0.5578155430014601,1.218450799738009
122,0.5508725486822672,1.1934778998108957,0.5640846991661898,1.1750867332994324
123,0.5486432825776991,1.1971378791726301,0.5249373061755269,1.3120791813761918
124,0.5486432825839276,1.2026886487772002,0.5749512357810109,1.1765218223493124
